"id","time","post","D","group_did","Z_encourage","arm_rct","assign_rct","rdd_score","eligible_rdd","cluster_id","region","urban","age","female","ses","hh_size","indig","dist_km","baseline_ability","y","Y0","Y1","tau_i"
1256,0,0,0,0,1,0,NA,-2.07691100039701,0,77,"1",1,28,1,2,1,0,4,50,80.6430943275123,81.7362786929074,87.7362786929074,6
1256,1,1,0,0,1,0,NA,-2.07691100039701,0,77,"1",1,28,1,2,1,0,4,50,91.3968326999768,85.2362786929074,91.2362786929074,6
1257,0,0,0,0,1,0,NA,-1.17427265120178,0,26,"2",1,41,0,2,5,0,1.7,45,90.1682190800707,82.6930957112018,89.6930957112018,7
1257,1,1,1,0,1,0,NA,-1.17427265120178,0,26,"2",1,41,0,2,5,0,1.7,45,92.3732780272104,86.1930957112018,93.1930957112018,7
1258,0,0,0,0,1,1,1,14.0642295147328,1,20,"2",0,32,0,2,1,0,8.6,37,71.9775946253659,78.8991202252018,87.3991202252018,8.5
1258,1,1,0,0,1,1,1,14.0642295147328,1,20,"2",0,32,0,2,1,0,8.6,37,82.793910257645,82.3991202252018,90.8991202252018,8.5
1259,0,0,0,0,1,0,NA,-3.60073893136386,0,29,"1",0,26,0,2,5,0,8.9,55,77.1674434435277,79.9856569124205,86.9856569124205,7
1259,1,1,1,0,1,0,NA,-3.60073893136386,0,29,"1",0,26,0,2,5,0,8.9,55,83.9329076053922,83.4856569124205,90.4856569124205,7
1260,0,0,0,0,0,0,NA,0.610575576333132,1,56,"3",0,21,0,4,3,0,3.2,56,83.6186093163803,78.3615937084558,85.8615937084558,7.5
1260,1,1,1,0,0,0,NA,0.610575576333132,1,56,"3",0,21,0,4,3,0,3.2,56,93.0530985267445,81.8615937084558,89.3615937084558,7.5
1261,0,0,0,0,1,0,NA,-5.43979739822147,0,9,"4",1,23,0,5,4,0,4.9,41,74.7385626961017,71.0383726310724,76.5383726310724,5.5
1261,1,1,1,0,1,0,NA,-5.43979739822147,0,9,"4",1,23,0,5,4,0,4.9,41,76.4795224068249,74.5383726310724,80.0383726310724,5.5
1262,0,0,0,0,1,1,0,-10.5610470222016,0,80,"4",0,33,0,2,3,0,2.1,61,98.9655250769494,87.6631518091846,94.6631518091846,7
1262,1,1,0,0,1,1,0,-10.5610470222016,0,80,"4",0,33,0,2,3,0,2.1,61,86.8696195708277,91.1631518091846,98.1631518091846,7
1263,0,0,0,1,0,1,0,17.4971987485681,1,49,"1",1,33,1,1,4,0,5,35,84.1906058377312,83.5774418145207,91.5774418145207,8
1263,1,1,0,1,0,1,0,17.4971987485681,1,49,"1",1,33,1,1,4,0,5,35,89.4930378271242,87.0774418145207,95.0774418145207,8
1264,0,0,0,0,1,0,NA,-1.45370257100423,0,50,"2",1,27,1,2,3,0,3,38,71.0537139402677,70.7842405370724,76.7842405370724,6
1264,1,1,0,0,1,0,NA,-1.45370257100423,0,50,"2",1,27,1,2,3,0,3,38,81.0545252139828,74.2842405370724,80.2842405370724,6
1265,0,0,0,1,0,1,1,0.669892658274775,1,42,"2",0,24,1,5,1,0,12.8,64,85.7446161490688,86.0265760765651,92.0265760765651,6
1265,1,1,1,1,0,1,1,0.669892658274775,1,42,"2",0,24,1,5,1,0,12.8,64,92.884872536495,89.5265760765651,95.5265760765651,6
1266,0,0,0,0,1,1,1,20.6707722554736,1,73,"3",0,18,1,3,3,0,1.5,50,79.4773595918975,77.5677317034349,84.5677317034349,7
1266,1,1,0,0,1,1,1,20.6707722554736,1,73,"3",0,18,1,3,3,0,1.5,50,76.656292485123,81.0677317034349,88.0677317034349,7
1267,0,0,0,1,0,0,NA,21.5539337519286,1,11,"1",1,33,0,1,2,0,6,72,98.3350427312198,96.9505915608795,105.95059156088,9
1267,1,1,1,1,0,0,NA,21.5539337519286,1,11,"1",1,33,0,1,2,0,6,72,105.311814254616,100.45059156088,109.45059156088,9
1268,0,0,0,1,1,0,NA,5.84038922035375,1,65,"2",1,27,1,1,1,0,22.3,30,83.6341665898758,79.436274616202,87.436274616202,8
1268,1,1,1,1,1,0,NA,5.84038922035375,1,65,"2",1,27,1,1,1,0,22.3,30,91.7152515341183,82.936274616202,90.936274616202,8
1269,0,0,0,0,0,0,NA,-4.65595582509388,0,75,"1",1,30,0,3,4,0,2.4,45,76.5764626664063,81.3436256055084,87.8436256055084,6.5
1269,1,1,0,0,0,0,NA,-4.65595582509388,0,75,"1",1,30,0,3,4,0,2.4,45,85.4605299173526,84.8436256055084,91.3436256055084,6.5
1270,0,0,0,0,1,0,NA,-13.6093214555936,0,62,"3",1,29,1,5,2,0,33.5,57,75.3535912434185,81.4171055559405,85.9171055559405,4.5
1270,1,1,1,0,1,0,NA,-13.6093214555936,0,62,"3",1,29,1,5,2,0,33.5,57,94.468180477863,84.9171055559405,89.4171055559405,4.5
1271,0,0,0,0,1,1,1,4.55765784111614,1,78,"1",1,18,1,NA,3,0,10.6,58,80.8946280578632,83.2961682011961,91.2961682011961,8
1271,1,1,0,0,1,1,1,4.55765784111614,1,78,"1",1,18,1,1,3,0,10.6,58,86.2676447674108,86.7961682011961,94.7961682011961,8
1272,0,0,0,1,0,0,NA,-3.04369119446411,0,14,"1",0,29,0,2,4,0,8.4,47,88.8939221580324,83.1453554708922,90.1453554708922,7
1272,1,1,1,1,0,0,NA,-3.04369119446411,0,14,"1",0,29,0,2,4,0,8.4,47,98.6039264060411,86.6453554708922,93.6453554708922,7
1273,0,0,0,1,1,0,NA,2.44197001978212,1,37,"4",1,46,1,2,6,0,0.9,58,98.5333673810758,89.399172124644,96.899172124644,7.5
1273,1,1,1,1,1,0,NA,2.44197001978212,1,37,"4",1,46,1,2,6,0,0.9,58,93.2839137239951,92.899172124644,100.399172124644,7.5
1274,0,0,0,0,0,0,NA,-9.4066366156531,0,10,"2",1,47,0,2,3,0,NA,62,90.4522918612226,92.6366768533553,99.6366768533553,7
1274,1,1,1,0,0,0,NA,-9.4066366156531,0,10,"2",1,47,0,2,3,0,10.2,62,104.126925896292,96.1366768533553,103.136676853355,7
1275,0,0,0,1,0,1,0,9.3862277288453,1,49,"1",1,18,1,4,7,0,5.7,52,85.5677907999657,83.0274418145207,89.5274418145207,6.5
1275,1,1,0,1,0,1,0,9.3862277288453,1,49,"1",1,18,1,4,7,0,5.7,52,89.2131063813052,86.5274418145207,93.0274418145207,6.5
1276,0,0,0,0,0,0,NA,4.65969639164498,1,52,"2",0,30,0,3,4,0,6.3,66,84.8235202491582,84.0283126321914,92.0283126321914,8
1276,1,1,1,0,0,0,NA,4.65969639164498,1,52,"2",0,30,0,3,4,0,6.3,66,95.2415508073626,87.5283126321914,95.5283126321914,8
1277,0,0,0,1,1,1,0,19.090475170384,1,71,"2",0,18,0,3,3,0,3.8,49,72.2690832534021,70.8101414653562,78.8101414653562,8
1277,1,1,0,1,1,1,0,19.090475170384,1,71,"2",0,18,0,3,3,0,3.8,49,86.9347869614575,74.3101414653562,82.3101414653562,8
1278,0,0,0,1,0,0,NA,15.9959498058474,1,22,"2",1,25,1,3,3,0,11.2,48,76.190524549508,80.6096415965907,87.6096415965907,7
1278,1,1,0,1,0,0,NA,15.9959498058474,1,22,"2",1,25,1,3,3,0,11.2,48,81.8313358847885,84.1096415965907,91.1096415965907,7
1279,0,0,0,1,0,0,NA,-2.40779275424329,0,44,"2",1,46,1,3,2,0,6.9,68,85.5575788674283,90.2807936730011,95.7807936730011,5.5
1279,1,1,1,1,0,0,NA,-2.40779275424329,0,44,"2",1,46,1,3,2,0,6.9,68,97.4341627776418,93.7807936730011,99.2807936730011,5.5
1280,0,0,0,1,0,1,1,7.00305870345753,1,11,"1",1,37,0,1,4,0,3.3,47,94.5177960017769,87.0505915608795,96.0505915608795,9
1280,1,1,1,1,0,1,1,7.00305870345753,1,11,"1",1,37,0,1,4,0,3.3,47,89.6231092344417,90.5505915608795,99.5505915608795,9
1281,0,0,0,1,1,0,NA,-6.0834430921903,0,18,"1",0,27,1,2,3,0,5.1,42,70.6736169796764,76.0469268555727,82.0469268555727,6
1281,1,1,1,1,1,0,NA,-6.0834430921903,0,18,"1",0,27,1,2,3,0,5.1,42,87.5049429337477,79.5469268555727,85.5469268555727,6
1282,0,0,0,0,1,0,NA,5.79778442784095,1,12,"3",0,26,0,3,3,0,1.7,50,84.2209387135991,81.4596589578137,89.4596589578137,8
1282,1,1,1,0,1,0,NA,5.79778442784095,1,12,"3",0,26,0,3,3,0,1.7,50,93.5599955883859,84.9596589578137,92.9596589578137,8
1283,0,0,0,1,1,1,0,-3.94970554306191,0,71,"2",1,29,1,1,4,0,4.3,31,77.4371497075243,67.5601414653562,74.0601414653562,6.5
1283,1,1,0,1,1,1,0,-3.94970554306191,0,71,"2",1,29,1,1,4,0,4.3,31,58.1413042157239,71.0601414653562,77.5601414653562,6.5
1284,0,0,0,0,1,1,0,-1.82046227048191,0,3,"2",1,19,1,1,5,0,7.3,49,69.2352675534317,74.1123141338685,80.6123141338685,6.5
1284,1,1,0,0,1,1,0,-1.82046227048191,0,3,"2",1,19,1,1,5,0,7.3,49,82.4161837872834,77.6123141338685,84.1123141338685,6.5
1285,0,0,0,1,0,0,NA,7.57093626682788,1,59,"4",0,31,0,2,6,0,4.8,42,77.4836284999199,78.5871337091487,87.0871337091487,8.5
1285,1,1,1,1,0,0,NA,7.57093626682788,1,59,"4",0,31,0,2,6,0,4.8,42,94.9930190878909,82.0871337091487,90.5871337091487,8.5
1286,0,0,0,0,0,1,1,16.6547864456263,1,46,"2",1,22,1,3,3,0,7.1,62,87.5154037338887,84.7262783259882,91.7262783259882,7
1286,1,1,0,0,0,1,1,16.6547864456263,1,46,"2",1,22,1,3,3,0,7.1,62,93.9783936083819,88.2262783259882,95.2262783259882,7
1287,0,0,0,1,1,1,0,4.91878631979848,1,63,"3",1,18,1,3,2,0,0.3,61,88.595853841035,80.130488175358,87.130488175358,7
1287,1,1,0,1,1,1,0,4.91878631979848,1,63,"3",1,18,1,3,2,0,0.3,61,79.5063876288279,83.630488175358,90.630488175358,7
1288,0,0,0,1,0,1,1,-7.80508993421273,0,49,"1",1,23,1,4,4,0,8.3,60,82.2508976086586,87.4774418145207,92.4774418145207,5
1288,1,1,0,1,0,1,1,-7.80508993421273,0,49,"1",1,23,1,4,4,0,8.3,60,91.3274354323565,90.9774418145207,95.9774418145207,5
1289,0,0,0,0,1,0,NA,2.71891433073227,1,70,"3",0,39,1,2,3,0,13.9,43,80.7162293225473,80.7287855998692,88.2287855998692,7.5
1289,1,1,1,0,1,0,NA,2.71891433073227,1,70,"3",0,39,1,2,3,0,13.9,43,92.0406943351089,84.2287855998692,91.7287855998692,7.5
1290,0,0,0,1,1,0,NA,18.1201109491888,1,30,"3",1,21,0,1,2,0,12.7,54,73.4518765094178,81.974318239662,90.974318239662,9
1290,1,1,1,1,1,0,NA,18.1201109491888,1,30,"3",1,21,0,1,2,0,12.7,54,100.040562412418,85.474318239662,94.474318239662,9
1291,0,0,0,0,1,1,1,12.3908524430805,1,70,"1",1,21,1,1,3,0,0,43,79.9656193099713,78.2287855998692,86.2287855998692,8
1291,1,1,0,0,1,1,1,12.3908524430805,1,70,"1",1,21,1,1,3,0,0,43,74.6058238003295,81.7287855998692,89.7287855998692,8
1292,0,0,0,1,1,0,NA,-7.77751258232229,0,36,"1",1,18,1,1,4,0,1.1,39,72.3738021844233,71.637461393181,78.137461393181,6.5
1292,1,1,0,1,1,0,NA,-7.77751258232229,0,36,"1",1,18,1,1,4,0,1.1,39,78.2618655406502,75.137461393181,81.637461393181,6.5
1293,0,0,0,1,0,0,NA,-2.04373275880169,0,53,"2",1,35,1,1,3,0,8,44,74.7905216703952,80.4432332663749,86.9432332663749,6.5
1293,1,1,1,1,0,0,NA,-2.04373275880169,0,53,"2",1,35,1,1,3,0,8,44,89.6125159894473,83.9432332663749,90.4432332663749,6.5
1294,0,0,0,0,1,1,0,3.99138633257145,1,29,"2",0,31,0,2,2,0,NA,68,87.0013058343199,87.3356569124205,95.8356569124205,8.5
1294,1,1,0,0,1,1,0,3.99138633257145,1,29,"2",0,31,0,2,2,0,0.4,68,95.9915535463948,90.8356569124205,99.3356569124205,8.5
1295,0,0,0,1,1,0,NA,6.08689975519643,1,37,"2",1,27,0,4,2,1,47.3,65,86.1683342554444,89.049172124644,96.549172124644,7.5
1295,1,1,0,1,1,0,NA,6.08689975519643,1,37,"2",1,27,0,4,2,1,47.3,65,97.4357233861024,92.549172124644,100.049172124644,7.5
1296,0,0,0,0,1,0,NA,7.61884249287716,1,61,"1",1,38,0,2,5,0,3.5,54,94.9268815009858,89.6473064849792,98.1473064849792,8.5
1296,1,1,1,0,1,0,NA,7.61884249287716,1,61,"1",1,38,0,2,5,0,3.5,54,105.897098185449,93.1473064849792,101.647306484979,8.5
1297,0,0,0,1,0,0,NA,0.394994987341771,1,42,"1",1,30,1,2,3,0,27.9,63,95.5779316056621,90.6265760765651,98.1265760765651,7.5
1297,1,1,1,1,0,0,NA,0.394994987341771,1,42,"1",1,30,1,2,3,0,27.9,63,97.8960823897918,94.1265760765651,101.626576076565,7.5
1298,0,0,0,1,1,1,1,-7.04238196814349,0,54,"3",1,35,0,4,2,0,2.8,48,69.7021236581093,77.013874248072,83.013874248072,6
1298,1,1,0,1,1,1,1,-7.04238196814349,0,54,"3",1,35,0,4,2,0,2.8,48,74.0385232870153,80.513874248072,86.513874248072,6
1299,0,0,0,1,0,1,0,15.8338179941476,1,42,"2",1,26,0,2,2,0,8.7,60,94.6089675112046,91.3265760765651,99.8265760765651,8.5
1299,1,1,0,1,0,1,0,15.8338179941476,1,42,"2",1,26,0,2,2,0,8.7,60,94.0183704342502,94.8265760765651,103.326576076565,8.5
1300,0,0,0,1,0,0,NA,14.5115119542572,1,55,"1",0,24,0,4,2,1,1,47,78.8342476084362,80.5317962479946,88.0317962479946,7.5
1300,1,1,0,1,0,0,NA,14.5115119542572,1,55,"1",0,24,0,4,2,1,1,47,76.0160327676199,84.0317962479946,91.5317962479946,7.5
1301,0,0,0,0,1,1,1,-4.6898880580021,0,62,"1",1,40,1,5,5,0,2.8,54,79.7738126364025,82.0671055559405,86.5671055559405,4.5
1301,1,1,0,0,1,1,1,-4.6898880580021,0,62,"1",1,40,1,5,5,0,2.8,54,85.3361402453668,85.5671055559405,90.0671055559405,4.5
1302,0,0,0,0,0,0,NA,10.7847008391217,1,46,"2",1,38,1,1,2,0,0.7,46,86.130797358757,85.6262783259882,93.6262783259882,8
1302,1,1,1,0,0,0,NA,10.7847008391217,1,46,"2",1,38,1,1,2,0,0.7,46,101.871881270471,89.1262783259882,97.1262783259882,8
1303,0,0,0,0,1,0,NA,5.65678372171636,1,29,"1",1,38,1,2,3,0,5.8,47,85.6901953729611,78.5856569124205,86.0856569124205,7.5
1303,1,1,1,0,1,0,NA,5.65678372171636,1,29,"1",1,38,1,2,3,0,5.8,47,91.508661344514,82.0856569124205,89.5856569124205,7.5
1304,0,0,0,0,1,0,NA,3.68138837764316,1,51,"1",1,34,1,1,2,0,1.2,66,97.6379143280557,89.2804469755454,97.2804469755454,8
1304,1,1,1,0,1,0,NA,3.68138837764316,1,51,"1",1,34,1,1,2,0,1.2,66,94.866854676626,92.7804469755454,100.780446975545,8
1305,0,0,0,0,1,1,1,-0.10171206268032,0,32,"3",1,29,1,4,1,0,8.3,59,88.0954639332854,85.2911481441566,90.2911481441566,5
1305,1,1,0,0,1,1,1,-0.10171206268032,0,32,"3",1,29,1,4,1,0,8.3,59,91.3738074073407,88.7911481441566,93.7911481441566,5
1306,0,0,0,0,1,0,NA,-1.42669891966625,0,1,"1",1,22,1,3,3,0,3.5,49,77.795959050481,82.0254326255307,87.5254326255307,5.5
1306,1,1,0,0,1,0,NA,-1.42669891966625,0,1,"1",1,22,1,3,3,0,3.5,49,77.3017770350259,85.5254326255307,91.0254326255307,5.5
1307,0,0,0,1,0,0,NA,7.54207982636259,1,34,"1",0,48,0,2,7,0,11.4,53,91.2461960950486,85.7277330318255,94.2277330318255,8.5
1307,1,1,1,1,0,0,NA,7.54207982636259,1,34,"1",0,48,0,2,7,0,11.4,53,93.5320033126006,89.2277330318255,97.7277330318255,8.5
1308,0,0,0,1,0,1,1,10.9064397442099,1,79,"1",1,31,0,3,3,0,2.2,55,78.1325584798599,86.357393753375,94.357393753375,8
1308,1,1,1,1,0,1,1,10.9064397442099,1,79,"1",1,31,0,3,3,0,2.2,55,109.389745306545,89.857393753375,97.857393753375,8
1309,0,0,0,0,0,1,0,15.7546924300365,1,10,"2",1,27,1,1,1,0,0.7,61,90.3055541696558,87.3366768533553,95.3366768533553,8
1309,1,1,0,0,0,1,0,15.7546924300365,1,10,"2",1,27,1,NA,1,0,0.7,61,78.1546419673309,90.8366768533553,98.8366768533553,8
1310,0,0,0,1,1,1,1,-3.66627124653074,0,69,"1",1,46,1,3,5,0,2.8,59,87.5350057845199,89.5678229216141,95.0678229216141,5.5
1310,1,1,1,1,1,1,1,-3.66627124653074,0,69,"1",1,46,1,3,5,0,2.8,59,97.6858177350614,93.0678229216141,98.5678229216141,5.5
1311,0,0,0,0,1,0,NA,18.594285009397,1,5,"1",0,45,1,3,1,0,2.1,47,88.7147233259696,88.2510102473738,95.2510102473738,7
1311,1,1,1,0,1,0,NA,18.594285009397,1,5,"1",0,45,1,3,1,0,2.1,47,99.4860774984725,91.7510102473738,98.7510102473738,7
1312,0,0,0,1,0,1,0,8.5512787724222,1,55,"1",1,24,0,2,1,1,7.2,58,91.365442754769,88.1317962479946,96.6317962479946,8.5
1312,1,1,0,1,0,1,0,8.5512787724222,1,55,"1",1,24,0,2,1,1,7.2,58,92.0100442970502,91.6317962479946,100.131796247995,8.5
1313,0,0,0,1,0,1,1,16.0665216517021,1,2,"3",0,30,1,3,3,0,4.1,67,81.1112018856285,84.159788312858,91.159788312858,7
1313,1,1,0,1,0,1,1,16.0665216517021,1,2,"3",0,30,1,3,3,0,4.1,67,88.9192583910032,87.659788312858,94.659788312858,7
1314,0,0,0,0,1,0,NA,17.2649059298122,1,27,"1",1,27,0,1,2,0,1.5,49,85.1187811266284,81.3347785852347,90.3347785852347,9
1314,1,1,1,0,1,0,NA,17.2649059298122,1,27,"1",1,27,0,1,2,0,1.5,49,99.9946252240519,84.8347785852347,93.8347785852347,9
1315,0,0,0,0,1,1,0,7.81984314018975,1,62,"1",1,39,0,2,2,0,2.3,57,90.5453286628783,89.5171055559405,98.0171055559405,8.5
1315,1,1,1,0,1,1,0,7.81984314018975,1,62,"1",1,39,0,2,2,0,2.3,57,100.545673519795,93.0171055559405,101.517105555941,8.5
1316,0,0,0,1,0,0,NA,-3.17564472014547,0,11,"1",1,27,1,3,2,0,1.9,41,77.2844031475507,78.6505915608795,84.1505915608795,5.5
1316,1,1,1,1,0,0,NA,-3.17564472014547,0,11,"1",1,27,1,NA,2,0,1.9,41,89.8865758876775,82.1505915608795,87.6505915608795,5.5
1317,0,0,0,0,0,0,NA,9.14210406788887,1,64,"2",1,32,0,2,1,0,0.9,57,83.244077020066,85.4676305213534,93.9676305213534,8.5
1317,1,1,1,0,0,0,NA,9.14210406788887,1,64,"2",1,32,0,2,1,0,0.9,57,86.4170364439331,88.9676305213534,97.4676305213534,8.5
1318,0,0,0,1,1,0,NA,-25.46644855493,0,63,"2",1,30,1,5,4,0,6.9,52,79.4573881394999,76.230488175358,80.730488175358,4.5
1318,1,1,1,1,1,0,NA,-25.46644855493,0,63,"2",1,30,1,5,4,0,6.9,52,77.1516495116056,79.730488175358,84.230488175358,4.5
1319,0,0,0,1,0,0,NA,-1.81405444246962,0,42,"4",1,30,1,2,3,0,8.2,49,90.2360414518143,85.0265760765651,91.0265760765651,6
1319,1,1,1,1,0,0,NA,-1.81405444246962,0,42,"4",1,30,1,2,3,0,8.2,49,97.5138955000048,88.5265760765651,94.5265760765651,6
1320,0,0,0,1,1,0,NA,-3.2085323902333,0,13,"1",1,21,0,2,7,0,7.3,48,78.594971526164,80.0897382862754,87.0897382862754,7
1320,1,1,1,1,1,0,NA,-3.2085323902333,0,13,"1",1,21,0,2,7,0,7.3,48,95.9071100595028,83.5897382862754,90.5897382862754,7
1321,0,0,0,0,0,0,NA,4.28093496668904,1,64,"1",1,31,1,1,2,0,8.5,49,75.3094899041177,81.2176305213534,89.2176305213534,8
1321,1,1,1,0,0,0,NA,4.28093496668904,1,64,"1",1,31,1,1,2,0,8.5,49,95.3596145266513,84.7176305213534,92.7176305213534,8
1322,0,0,0,0,0,0,NA,1.71842255945558,1,57,"1",0,34,1,3,1,0,7.6,40,82.2757595629415,78.7227871143546,85.7227871143546,7
1322,1,1,0,0,0,0,NA,1.71842255945558,1,57,"1",0,34,1,NA,1,0,7.6,40,88.5846656768109,82.2227871143546,89.2227871143546,7
1323,0,0,0,0,0,1,1,8.15550939726907,1,31,"2",1,30,0,1,1,0,1.8,56,83.3420581833855,88.4692636611547,97.4692636611547,9
1323,1,1,0,0,0,1,1,8.15550939726907,1,31,"2",1,30,0,1,1,0,1.8,56,88.4170857316155,91.9692636611547,100.969263661155,9
1324,0,0,0,0,1,0,NA,-8.33400335319944,0,51,"1",0,27,1,3,3,0,1.7,51,79.0205619234638,77.4304469755454,82.9304469755454,5.5
1324,1,1,0,0,1,0,NA,-8.33400335319944,0,51,"1",0,27,1,3,3,0,1.7,51,87.6298554897872,80.9304469755454,86.4304469755454,5.5
1325,0,0,0,1,1,1,0,-18.0202111288053,0,17,"4",0,35,1,3,3,0,16.3,47,75.3737828819602,83.9913601069218,89.4913601069218,5.5
1325,1,1,0,1,1,1,0,-18.0202111288053,0,17,"4",0,35,1,3,3,0,16.3,47,87.5343469268478,87.4913601069218,92.9913601069218,5.5
1326,0,0,0,0,1,0,NA,-0.00182059600240358,0,73,"3",1,31,1,2,3,0,26.6,49,85.2175803775622,82.4177317034349,88.4177317034349,6
1326,1,1,1,0,1,0,NA,-0.00182059600240358,0,73,"3",1,31,1,2,3,0,NA,49,97.0810064803464,85.9177317034349,91.9177317034349,6
1327,0,0,0,0,1,0,NA,0.290395660985335,1,50,"1",1,37,1,1,5,0,12.7,45,79.7732724910407,77.2842405370724,85.2842405370724,8
1327,1,1,1,0,1,0,NA,0.290395660985335,1,50,"1",1,37,1,1,5,0,12.7,45,86.6212159827544,80.7842405370724,88.7842405370724,8
1328,0,0,0,0,1,0,NA,-12.6910961709079,0,73,"4",1,21,0,NA,6,0,8,60,88.8442322034043,87.5177317034349,95.0177317034349,7.5
1328,1,1,1,0,1,0,NA,-12.6910961709079,0,73,"4",1,21,0,1,6,0,8,60,98.3182985007166,91.0177317034349,98.5177317034349,7.5
1329,0,0,0,0,1,1,1,13.3750698502801,1,62,"1",1,48,1,1,4,0,4.3,44,95.0428021071678,84.8671055559405,92.8671055559405,8
1329,1,1,1,0,1,1,1,13.3750698502801,1,62,"1",1,48,1,1,4,0,4.3,44,99.2172736755678,88.3671055559405,96.3671055559405,8
1330,0,0,0,1,0,0,NA,-13.3585438919532,0,59,"1",1,21,0,1,3,1,2.1,55,81.7295413940266,84.3871337091487,91.8871337091487,7.5
1330,1,1,1,1,0,0,NA,-13.3585438919532,0,59,"1",1,21,0,1,3,1,2.1,55,94.0598429820902,87.8871337091487,95.3871337091487,7.5
1331,0,0,0,0,0,1,0,-12.7139615901998,0,58,"1",1,26,1,3,5,1,4.7,44,81.7457165078531,76.7915209780828,82.2915209780828,5.5
1331,1,1,0,0,0,1,0,-12.7139615901998,0,58,"1",1,26,1,3,5,1,4.7,44,84.7703134663374,80.2915209780828,85.7915209780828,5.5
1332,0,0,0,1,0,0,NA,6.51851285637398,1,47,"3",1,37,1,2,5,0,4.1,54,80.4612900587261,81.6081329260995,89.1081329260995,7.5
1332,1,1,1,1,0,0,NA,6.51851285637398,1,47,"3",1,37,1,2,5,0,4.1,54,81.5908459873797,85.1081329260995,92.6081329260995,7.5
1333,0,0,0,0,1,0,NA,10.2967080781442,1,32,"1",0,34,1,3,4,0,21.3,39,79.1315652390543,78.0411481441566,85.0411481441566,7
1333,1,1,1,0,1,0,NA,10.2967080781442,1,32,"1",0,34,1,3,4,0,21.3,39,92.2624962444162,81.5411481441566,88.5411481441566,7
1334,0,0,0,1,0,0,NA,-18.1031399676902,0,66,"2",1,18,0,2,4,0,16.6,24,73.9864706544183,69.2743220132215,76.2743220132215,7
1334,1,1,0,1,0,0,NA,-18.1031399676902,0,66,"2",1,18,0,2,4,0,16.6,24,69.1454444242484,72.7743220132215,79.7743220132215,7
1335,0,0,0,0,1,0,NA,-9.31115619313432,0,1,"3",1,24,1,4,3,0,2.6,57,86.4930681382567,84.5254326255307,89.5254326255307,5
1335,1,1,1,0,1,0,NA,-9.31115619313432,0,1,"3",1,24,1,4,3,0,2.6,57,93.8417063866978,88.0254326255307,93.0254326255307,5
1336,0,0,0,1,1,0,NA,-22.7948340573053,0,18,"1",1,37,0,2,3,0,3.2,40,84.7799292126302,80.5469268555727,87.5469268555727,7
1336,1,1,1,1,1,0,NA,-22.7948340573053,0,18,"1",1,37,0,2,3,0,3.2,40,93.4359799314809,84.0469268555727,91.0469268555727,7
1337,0,0,0,1,1,1,0,-1.18067371549472,0,71,"2",0,49,0,2,3,0,4.3,52,77.6590441884001,80.9601414653562,87.9601414653562,7
1337,1,1,1,1,1,1,0,-1.18067371549472,0,71,"2",0,49,0,2,3,0,4.3,52,91.5874238284543,84.4601414653562,91.4601414653562,7
1338,0,0,0,1,1,0,NA,-5.60056360547433,0,71,"1",1,45,0,4,1,0,2.7,59,73.9276629608685,82.0601414653562,88.0601414653562,6
1338,1,1,0,1,1,0,NA,-5.60056360547433,0,71,"1",1,45,0,4,1,0,2.7,59,86.0334652183259,85.5601414653562,91.5601414653562,6
1339,0,0,0,1,1,1,1,4.62360505134344,1,36,"4",0,48,1,1,1,0,4.4,44,84.6395961527854,81.237461393181,89.237461393181,8
1339,1,1,1,1,1,1,1,4.62360505134344,1,36,"4",0,48,1,1,1,0,4.4,44,91.9043802062687,84.737461393181,92.737461393181,8
1340,0,0,0,1,1,0,NA,-5.99957474296283,0,69,"1",1,40,0,1,3,0,0.6,34,77.1639576952552,82.4678229216141,89.9678229216141,7.5
1340,1,1,1,1,1,0,NA,-5.99957474296283,0,69,"1",1,40,0,1,3,0,0.6,34,88.8722700339012,85.9678229216141,93.4678229216141,7.5
1341,0,0,0,0,0,0,NA,-1.23463263628268,0,75,"2",1,34,0,5,1,0,10.4,55,86.0499321376877,84.8436256055084,90.3436256055084,5.5
1341,1,1,1,0,0,0,NA,-1.23463263628268,0,75,"2",1,34,0,5,1,0,10.4,55,92.1808356166932,88.3436256055084,93.8436256055084,5.5
1342,0,0,0,0,1,0,NA,-11.113490989365,0,27,"1",1,27,1,3,3,0,8.7,48,79.716602333329,75.6347785852347,81.1347785852347,5.5
1342,1,1,0,0,1,0,NA,-11.113490989365,0,27,"1",1,27,1,NA,3,0,8.7,48,77.3574645173407,79.1347785852347,84.6347785852347,5.5
1343,0,0,0,1,0,1,1,-0.564544496527834,0,42,"2",1,36,1,2,3,0,14.6,58,88.0031554969336,90.1265760765651,96.1265760765651,6
1343,1,1,0,1,0,1,1,-0.564544496527834,0,42,"2",1,36,1,2,3,0,14.6,58,88.6341823732728,93.6265760765651,99.6265760765651,6
1344,0,0,0,0,0,0,NA,0.193601494294116,1,75,"2",1,24,0,4,8,1,6.3,37,71.9155120361833,76.5436256055084,84.0436256055084,7.5
1344,1,1,0,0,0,0,NA,0.193601494294116,1,75,"2",1,24,0,4,8,1,NA,37,70.1524779075368,80.0436256055084,87.5436256055084,7.5
1345,0,0,0,1,1,0,NA,-7.39726311542741,0,28,"4",1,18,0,2,1,0,6.4,45,77.9321998629618,78.0286601539681,85.0286601539681,7
